"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 21 16:30:59 CST 2022","Wed Sep 21 16:31:17 CST 2022","17340","test_cases.common","test_set_up","TestSetUp","","","用户服务协议",""
"passed","Wed Sep 21 18:14:42 CST 2022","Wed Sep 21 18:15:02 CST 2022","20099","test_cases.company","test_shopping_cart","TestShoppingCart","","","删除产品",""
"passed","Wed Sep 21 15:30:22 CST 2022","Wed Sep 21 15:30:48 CST 2022","26847","test_cases.common","test_Product_search","TestProductSearch","","","长按删除历史记录",""
"broken","Thu Feb 02 16:44:08 CST 2023","Thu Feb 02 16:44:08 CST 2023","8","api.testcase.ExhibitionHall","test_3D_product_api","TestLogin","","","test_Visitor_login",""
"passed","Thu Feb 02 16:44:03 CST 2023","Thu Feb 02 16:44:03 CST 2023","423","api.testcase.ExhibitionHall","test_3D_product_api","TestLogin","","","test_login",""
"passed","Wed Sep 21 17:01:25 CST 2022","Wed Sep 21 17:01:43 CST 2022","18487","test_cases.company","test_3D_product","Test3DProduct","","","点击购物车",""
"passed","Wed Sep 21 16:33:48 CST 2022","Wed Sep 21 16:34:22 CST 2022","34470","test_cases.common","test_shop","TestShop","","","复制手机号",""
"passed","Wed Sep 21 15:50:01 CST 2022","Wed Sep 21 15:50:41 CST 2022","39589","test_cases.common","test_Product_search","TestProductSearch","","","授权类型查询",""
"passed","Wed Sep 21 15:28:31 CST 2022","Wed Sep 21 15:28:52 CST 2022","21100","test_cases.common","test_Product_search","TestProductSearch","","","关键字搜索",""
"passed","Thu Feb 02 16:44:03 CST 2023","Thu Feb 02 16:44:03 CST 2023","68","api.testcase.ExhibitionHall","test_3D_product_api","TestLogin","","","test_login_Universal_verification_code",""
"passed","Wed Sep 21 17:13:22 CST 2022","Wed Sep 21 17:13:35 CST 2022","12789","test_cases.company","test_Company_homepage","TestCompanyHomePage","","","点击横幅广告",""
"passed","Wed Sep 21 16:10:05 CST 2022","Wed Sep 21 16:10:12 CST 2022","6985","test_cases.common","test_login","TestLogin","","","登录应用",""
"passed","Wed Sep 21 17:00:25 CST 2022","Wed Sep 21 17:00:42 CST 2022","17178","test_cases.company","test_3D_product","Test3DProduct","","","产品加购",""
"passed","Wed Sep 21 18:05:46 CST 2022","Wed Sep 21 18:06:04 CST 2022","17849","test_cases.company","test_Spot_area","TestSpotArea","","","点击购物车",""
"passed","Wed Sep 21 15:38:15 CST 2022","Wed Sep 21 15:39:02 CST 2022","46739","test_cases.common","test_Product_search","TestProductSearch","","","时间段查询",""
"passed","Wed Sep 21 16:57:44 CST 2022","Wed Sep 21 16:57:59 CST 2022","15774","test_cases.company","test_3D_product","Test3DProduct","","","产品搜索",""
"passed","Wed Sep 21 17:03:32 CST 2022","Wed Sep 21 17:03:44 CST 2022","11894","test_cases.company","test_Company_homepage","TestCompanyHomePage","","","点击请输入关键字",""
"broken","Wed Sep 21 17:37:32 CST 2022","Wed Sep 21 17:38:13 CST 2022","40283","test_cases.company","test_Operating_instructions","TestOperatingInstructions","","","点击返回",""
"passed","Wed Sep 21 17:29:55 CST 2022","Wed Sep 21 17:30:13 CST 2022","17702","test_cases.company","test_New_product_area","TestNewProductArea","","","产品查询",""
"broken","Wed Sep 21 16:20:49 CST 2022","Wed Sep 21 16:21:55 CST 2022","65720","test_cases.common","test_modify_personal_information","TestModifyPersonalInfomation","","","修改个人信息",""
"passed","Wed Sep 21 15:25:18 CST 2022","Wed Sep 21 15:25:48 CST 2022","29750","test_cases.common","test_Figure_search","TestFigureSearch","","","点击图搜",""
"passed","Wed Sep 21 15:26:42 CST 2022","Wed Sep 21 15:27:12 CST 2022","29716","test_cases.common","test_Figure_search","TestFigureSearch","","","拍照搜索",""
"passed","Wed Sep 21 18:06:16 CST 2022","Wed Sep 21 18:06:30 CST 2022","13523","test_cases.company","test_Video_area","TestVideoArea","","","点击返回",""
"broken","Thu Feb 02 16:44:03 CST 2023","Thu Feb 02 16:44:03 CST 2023","0","api.testcase.ExhibitionHall","test_3D_product_api","TestLogin","","","test_get_verification_code_with_phone_number",""
"passed","Wed Sep 21 17:05:55 CST 2022","Wed Sep 21 17:06:08 CST 2022","12499","test_cases.company","test_Company_homepage","TestCompanyHomePage","","","点击现货区",""
"passed","Wed Sep 21 18:06:41 CST 2022","Wed Sep 21 18:06:57 CST 2022","16056","test_cases.company","test_Video_area","TestVideoArea","","","产品搜索",""
"passed","Wed Sep 21 17:18:48 CST 2022","Wed Sep 21 17:19:01 CST 2022","12534","test_cases.company","test_Company_homepage","TestCompanyHomePage","","","点击工作台",""
"broken","Thu Feb 02 16:44:15 CST 2023","Thu Feb 02 16:44:15 CST 2023","11","api.testcase.ExhibitionHall","test_3D_product_api","Test3DProduct","","","test_3D_product_add_advertisement_visit_record",""
"passed","Wed Sep 21 15:45:18 CST 2022","Wed Sep 21 15:45:55 CST 2022","36769","test_cases.common","test_Product_search","TestProductSearch","","","证书认证查询",""
"passed","Wed Sep 21 17:20:03 CST 2022","Wed Sep 21 17:21:07 CST 2022","63575","test_cases.company","test_GCC_product","TestGCCProduct","","","排序操作",""
"passed","Wed Sep 21 16:42:05 CST 2022","Wed Sep 21 16:42:15 CST 2022","10144","test_cases.common","test_visitor_login","TestVisitorLogin","","","厂商游客登录","厂商游客登录"
"passed","Wed Sep 21 16:10:46 CST 2022","Wed Sep 21 16:11:14 CST 2022","28330","test_cases.common","test_mail_list","TestMailList","","","添加好友",""
"passed","Wed Sep 21 15:31:00 CST 2022","Wed Sep 21 15:31:17 CST 2022","16300","test_cases.common","test_Product_search","TestProductSearch","","","厂商搜索",""
"passed","Wed Sep 21 15:53:56 CST 2022","Wed Sep 21 15:54:28 CST 2022","32763","test_cases.common","test_Product_search","TestProductSearch","","","产品加购",""
"passed","Wed Sep 21 16:06:58 CST 2022","Wed Sep 21 16:07:15 CST 2022","16985","test_cases.common","test_View_ads","TestViewAds","","","查看公司首页大展厅广告轮播图",""
"broken","Wed Sep 21 15:41:00 CST 2022","Wed Sep 21 15:41:36 CST 2022","36039","test_cases.common","test_Product_search","TestProductSearch","","","时间段判断",""
"passed","Wed Sep 21 16:59:26 CST 2022","Wed Sep 21 16:59:44 CST 2022","18479","test_cases.company","test_3D_product","Test3DProduct","","","产品收藏",""
"passed","Wed Sep 21 15:50:52 CST 2022","Wed Sep 21 15:52:11 CST 2022","79399","test_cases.common","test_Product_search","TestProductSearch","","","产品排序",""
"broken","Thu Feb 02 16:44:25 CST 2023","Thu Feb 02 16:44:25 CST 2023","26","api.testcase.ExhibitionHall","test_Get_statistics_on_the_first_page_of_the_exhibition_hall_api","TestLogin","","","test_Visitor_login",""
"passed","Wed Sep 21 16:31:58 CST 2022","Wed Sep 21 16:32:16 CST 2022","17565","test_cases.common","test_shop","TestShop","","","点击返回",""
"broken","Wed Sep 21 17:51:39 CST 2022","Wed Sep 21 17:52:24 CST 2022","45430","test_cases.company","test_ShowroomHomePage","TestShowroomHomePage","","","选择入驻厂家",""
"passed","Wed Sep 21 17:16:27 CST 2022","Wed Sep 21 17:16:39 CST 2022","11897","test_cases.company","test_Company_homepage","TestCompanyHomePage","","","点击语音搜索",""
"broken","Wed Sep 21 17:15:35 CST 2022","Wed Sep 21 17:16:15 CST 2022","40089","test_cases.company","test_Company_homepage","TestCompanyHomePage","","","点击推荐产品",""
"broken","Thu Feb 02 16:44:16 CST 2023","Thu Feb 02 16:44:16 CST 2023","8","api.testcase.ExhibitionHall","test_3D_product_api","Test3DProduct","","","test_Contact_manufacturers_for_3D_products",""
"broken","Thu Feb 02 16:44:23 CST 2023","Thu Feb 02 16:44:23 CST 2023","7","api.testcase.ExhibitionHall","test_Get_statistics_on_the_first_page_of_the_exhibition_hall_api","TestLogin","","","test_Hall_Role_Login",""
"passed","Wed Sep 21 17:18:25 CST 2022","Wed Sep 21 17:18:37 CST 2022","12063","test_cases.company","test_Company_homepage","TestCompanyHomePage","","","点击通讯录",""
"broken","Thu Feb 02 16:44:12 CST 2023","Thu Feb 02 16:44:12 CST 2023","19","api.testcase.ExhibitionHall","test_3D_product_api","Test3DProduct","","","test_Collect_3D_product_in_the_exhibition_hall",""
"passed","Wed Sep 21 17:07:32 CST 2022","Wed Sep 21 17:07:44 CST 2022","12045","test_cases.company","test_Company_homepage","TestCompanyHomePage","","","点击首页大展厅轮播图",""
"passed","Wed Sep 21 18:02:34 CST 2022","Wed Sep 21 18:03:36 CST 2022","62145","test_cases.company","test_Spot_area","TestSpotArea","","","排序操作",""
"passed","Wed Sep 21 17:33:03 CST 2022","Wed Sep 21 17:33:20 CST 2022","17018","test_cases.company","test_New_product_area","TestNewProductArea","","","产品加购",""
"passed","Wed Sep 21 15:29:42 CST 2022","Wed Sep 21 15:30:10 CST 2022","27262","test_cases.common","test_Product_search","TestProductSearch","","","删除历史记录",""
"broken","Thu Feb 02 16:44:22 CST 2023","Thu Feb 02 16:44:22 CST 2023","20","api.testcase.ExhibitionHall","test_Get_statistics_on_the_first_page_of_the_exhibition_hall_api","TestLogin","","","test_Company_Role_Login",""
"passed","Wed Sep 21 18:04:17 CST 2022","Wed Sep 21 18:04:34 CST 2022","17289","test_cases.company","test_Spot_area","TestSpotArea","","","查看产品",""
"broken","Wed Sep 21 17:26:44 CST 2022","Wed Sep 21 17:27:34 CST 2022","50715","test_cases.company","test_Generate_quotation","TestGenerateQuotation","","","切换业务员",""
"broken","Wed Sep 21 15:48:16 CST 2022","Wed Sep 21 15:48:53 CST 2022","36982","test_cases.common","test_Product_search","TestProductSearch","","","外箱装量查询",""
"passed","Wed Sep 21 16:14:15 CST 2022","Wed Sep 21 16:14:32 CST 2022","17081","test_cases.common","test_modify_personal_information","TestModifyPersonalInfomation","","","修改姓名",""
"passed","Wed Sep 21 18:11:22 CST 2022","Wed Sep 21 18:11:51 CST 2022","28672","test_cases.company","test_shopping_cart","TestShoppingCart","","","扫码二维码",""
"passed","Wed Sep 21 16:23:07 CST 2022","Wed Sep 21 16:23:27 CST 2022","19830","test_cases.common","test_select_role","TestSelectRole","","","随机选择角色",""
"passed","Wed Sep 21 16:41:43 CST 2022","Wed Sep 21 16:41:53 CST 2022","9946","test_cases.common","test_visitor_login","TestVisitorLogin","","","公司游客登录","公司游客登录"
"passed","Wed Sep 21 16:29:05 CST 2022","Wed Sep 21 16:29:20 CST 2022","15188","test_cases.common","test_set_up","TestSetUp","","","更新历史",""
